zpid,state_code,state_name,address,street,city,zipcode,price,price_formatted,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,open_house_date,is_featured
220853080,VA,Virginia,"26 Maple Street, Essex Junction, VT 05452",26 Maple Street,Essex Junction,5452,574900,"$574,900 ",4,4,3518,44.48979,-73.10774,Active,SINGLE_FAMILY,2,561100,https://www.zillow.com/homedetails/26-Maple-St-Essex-Junction-VT-05452/220853080_zpid/,FALSE,,FALSE
2063644582,VA,Virginia,"182 Rotax Road, Monkton, VT 05469",182 Rotax Road,Monkton,5469,453000,"$453,000 ",3,3,1772,44.260124,-73.13317,Active,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/182-Rotax-Rd-Monkton-VT-05469/2063644582_zpid/,FALSE,,FALSE
299561557,VA,Virginia,"51 Rushford Valley Road, Montgomery, VT 05471",51 Rushford Valley Road,Montgomery Center,5471,925000,"$925,000 ",4,3,2844,44.833977,-72.59284,Active,SINGLE_FAMILY,11,891600,https://www.zillow.com/homedetails/51-Rushford-Valley-Rd-Montgomery-Center-VT-05471/299561557_zpid/,FALSE,,FALSE
299445033,VA,Virginia,"5 Wall Street, Winhall, VT 05340",5 Wall Street,Bondville,5340,735000,"$735,000 ",4,3,2091,43.151745,-72.86926,Active,SINGLE_FAMILY,8,701600,https://www.zillow.com/homedetails/5-Wall-St-Bondville-VT-05340/299445033_zpid/,FALSE,,FALSE
122659346,VA,Virginia,"286 Harbor View Drive, St. Albans Town, VT 05478",286 Harbor View Drive,Saint Albans,5478,599900,"$599,900 ",4,3,2032,44.79026,-73.09151,Active,SINGLE_FAMILY,2,593800,https://www.zillow.com/homedetails/286-Harbor-View-Dr-Saint-Albans-VT-05478/122659346_zpid/,TRUE,2026-02-15T11:00:00,FALSE
75445334,VA,Virginia,"197 Garey Road, Thetford, VT 05075",197 Garey Road,Thetford,5074,299900,"$299,900 ",4,2,2875,43.818142,-72.21981,Active,SINGLE_FAMILY,334,379700,https://www.zillow.com/homedetails/197-Garey-Rd-Thetford-VT-05074/75445334_zpid/,FALSE,,FALSE
460344883,VA,Virginia,"264 French Hollow Road, Winhall, VT 05340",264 French Hollow Road,Bondville,5340,1650000,"$1,650,000 ",4,4,2813,43.179646,-72.899826,Active,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/264-French-Hollow-Rd-Bondville-VT-05340/460344883_zpid/,FALSE,,FALSE
460221332,VA,Virginia,"131 Village Green Drive #5A, Stowe, VT 05672",131 Village Green Drive #5A,Stowe,5672,675000,"$675,000 ",3,2,1425,44.475815,-72.70675,Active,TOWNHOUSE,3,,https://www.zillow.com/homedetails/131-Village-Green-Dr-5A-Stowe-VT-05672/460221332_zpid/,FALSE,,FALSE
2089569665,VA,Virginia,"364 Burr Pond Road, Sudbury, VT 05733",364 Burr Pond Road,Sudbury,5733,549000,"$549,000 ",3,3,1836,43.76329,-73.191986,Active,SINGLE_FAMILY,1,536400,https://www.zillow.com/homedetails/364-Burr-Pond-Rd-Sudbury-VT-05733/2089569665_zpid/,FALSE,,FALSE
12652655,VA,Virginia,"36 Booth Street, Burlington, VT 05401",36 Booth Street,Burlington,5401,775000,"$775,000 ",3,2,1677,44.484318,-73.20655,Active,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/36-Booth-St-Burlington-VT-05401/12652655_zpid/,FALSE,,FALSE
75435490,VA,Virginia,"9 Andy Avenue, Swanton, VT 05488",9 Andy Avenue,Swanton,5488,405000,"$405,000 ",3,2,2428,44.916664,-73.10624,Active,SINGLE_FAMILY,0,400000,https://www.zillow.com/homedetails/9-Andy-Ave-Swanton-VT-05488/75435490_zpid/,FALSE,,FALSE
443933815,VA,Virginia,"121 Howe Hill Road, Pomfret, VT 05053",121 Howe Hill Road,South Royalton,5068,259000,"$259,000 ",1,1,1258,43.72499,-72.49794,Active,SINGLE_FAMILY,2,251300,https://www.zillow.com/homedetails/121-Howe-Hill-Rd-South-Royalton-VT-05068/443933815_zpid/,FALSE,,FALSE
92050926,VA,Virginia,"514 First Avenue, Chester, VT 05143",514 First Avenue,Chester,5143,529000,"$529,000 ",5,5,3880,43.27109,-72.58956,Active,SINGLE_FAMILY,92,506100,https://www.zillow.com/homedetails/514-1st-Ave-Chester-VT-05143/92050926_zpid/,FALSE,,FALSE
128863327,VA,Virginia,"4722 Randolph Road, Morristown, VT 05661",4722 Randolph Road,Morrisville,5661,295000,"$295,000 ",4,2,1600,44.503685,-72.60941,Active,SINGLE_FAMILY,579,,https://www.zillow.com/homedetails/4722-Randolph-Rd-Morrisville-VT-05661/128863327_zpid/,FALSE,,FALSE
92003849,VA,Virginia,"214 Gallup Road, Morristown, VT 05661",214 Gallup Road,Morrisville,5661,730000,"$730,000 ",3,2,1872,44.545223,-72.63478,Active,SINGLE_FAMILY,1,703200,https://www.zillow.com/homedetails/214-Gallup-Rd-Morrisville-VT-05661/92003849_zpid/,FALSE,,FALSE
2098372509,VA,Virginia,"2030 VT Route 105, Bloomfield, VT 05905",2030 VT Route 105,Bloomfield,5905,269900,"$269,900 ",2,3,1062,44.776077,-71.6491,Active,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/2030-Vt-Route-105-Bloomfield-VT-05905/2098372509_zpid/,FALSE,,FALSE
75482364,VA,Virginia,"3078 North Hollow Road, Rochester, VT 05767",3078 North Hollow Road,Rochester,5767,425000,"$425,000 ",2,1,1208,43.91955,-72.78906,Active,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/3078-N-Hollow-Rd-Rochester-VT-05767/75482364_zpid/,FALSE,,FALSE
249829207,VA,Virginia,"155 Crossroad Road #C1, Waterbury, VT 05676",155 Crossroad Road #C1,Waterbury,5676,559000,"$559,000 ",3,4,1686,44.350567,-72.745,Active,CONDO,1,570100,https://www.zillow.com/homedetails/155-Crossroad-C1-Waterbury-VT-05676/249829207_zpid/,FALSE,,FALSE
235261905,VA,Virginia,"454 Mountain Road, Stratton, VT 05155",454 Mountain Road,Stratton,5360,4999000,"$4,999,000 ",6,8,8720,43.08603,-72.88079,Active,SINGLE_FAMILY,572,,https://www.zillow.com/homedetails/454-Mountain-Rd-Stratton-VT-05360/235261905_zpid/,FALSE,,FALSE
92034085,VA,Virginia,"762 Apple Hill Road, Calais, VT 05648",762 Apple Hill Road,Calais,5648,845000,"$845,000 ",3,2,2708,44.38315,-72.47252,Active,SINGLE_FAMILY,9,816900,https://www.zillow.com/homedetails/762-Apple-Hill-Rd-Calais-VT-05648/92034085_zpid/,FALSE,,FALSE
75427139,VA,Virginia,"1522 Underpass Rd, Sutton, VT 05867",1522 Underpass Rd,Sutton,5867,375000,"$375,000 ",3,2,1196,44.65211,-72.03672,For sale by owner,SINGLE_FAMILY,0,335000,https://www.zillow.com/homedetails/1522-Underpass-Rd-Sutton-VT-05867/75427139_zpid/,FALSE,,FALSE
304083191,VA,Virginia,"47 Ives Road, Wilmington, VT 05363",47 Ives Road,Wilmington,5363,499000,"$499,000 ",5,4,2240,42.914883,-72.88657,Active,SINGLE_FAMILY,323,,https://www.zillow.com/homedetails/47-Ives-Rd-Wilmington-VT-05363/304083191_zpid/,FALSE,,FALSE
459414164,VA,Virginia,"149 Folsom Brook Drive, Waitsfield, VT 05673",149 Folsom Brook Drive,Waitsfield,5673,495000,"$495,000 ",2,2,1100,44.155697,-72.837715,Active,SINGLE_FAMILY,40,476500,https://www.zillow.com/homedetails/149-Folsom-Brook-Dr-Waitsfield-VT-05673/459414164_zpid/,FALSE,,FALSE
459722715,VA,Virginia,"1397 VT Route 12, Elmore, VT 05661",1397 VT Route 12,Morrisville,5661,274000,"$274,000 ",4,2,1728,44.538246,-72.52118,Active,SINGLE_FAMILY,26,,https://www.zillow.com/homedetails/1397-State-Rte-12-Morrisville-VT-05661/459722715_zpid/,FALSE,,FALSE
92046423,VA,Virginia,"36 Graham Street, Bethel, VT 05032",36 Graham Street,Bethel,5032,275000,"$275,000 ",3,2,1785,43.823784,-72.63079,Active,SINGLE_FAMILY,3,271100,https://www.zillow.com/homedetails/36-Graham-St-Bethel-VT-05032/92046423_zpid/,FALSE,,FALSE
235253999,VA,Virginia,"26 Spring Hill Road, Dover, VT 05356",26 Spring Hill Road,West Dover,5356,1499000,"$1,499,000 ",5,5,4965,42.93274,-72.86005,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/26-Spring-Hill-Rd-West-Dover-VT-05356/235253999_zpid/,FALSE,,FALSE
220872715,VA,Virginia,"18 Krug Road, Underhill, VT 05489",18 Krug Road,Underhill,5489,719000,"$719,000 ",3,3,2127,44.504482,-72.903145,Active,SINGLE_FAMILY,5,700500,https://www.zillow.com/homedetails/18-Krug-Rd-Underhill-VT-05489/220872715_zpid/,TRUE,2026-02-08T13:00:00,FALSE
220876286,VA,Virginia,"318 Oak Knoll Road, Williston, VT 05495",318 Oak Knoll Road,Williston,5495,550000,"$550,000 ",3,2,1498,44.42734,-73.10859,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/318-Oak-Knoll-Rd-Williston-VT-05495/220876286_zpid/,FALSE,,FALSE
460342854,VA,Virginia,"127 Top Ridge Lot 4, Mendon, VT 05701",127 Top Ridge Lot 4,Rutland,5701,439000,"$439,000 ",2,2,1468,43.596924,-72.92597,Active,SINGLE_FAMILY,0,,https://www.zillow.com/homedetails/127-Top-Rdg-LOT-4-Rutland-VT-05701/460342854_zpid/,FALSE,,FALSE
81615726,VA,Virginia,"480 Hoague Drive, Highgate, VT 05459",480 Hoague Drive,Highgate,5459,269000,"$269,000 ",3,2,1064,44.934807,-73.03105,Active,MANUFACTURED,1,260800,https://www.zillow.com/homedetails/480-Hoague-Dr-Highgate-VT-05459/81615726_zpid/,FALSE,,FALSE
75437859,VA,Virginia,"193 Austin Road, Georgia, VT 05468",193 Austin Road,Georgia,5468,450000,"$450,000 ",3,1,1803,44.69358,-73.131935,Active,SINGLE_FAMILY,2,443500,https://www.zillow.com/homedetails/193-Austin-Rd-Georgia-VT-05468/75437859_zpid/,FALSE,,FALSE
75486811,VA,Virginia,"151 Morningside Drive, Weathersfield, VT 05156",151 Morningside Drive,Springfield,5156,469000,"$469,000 ",4,2,1923,43.38629,-72.454056,Active,SINGLE_FAMILY,11,449200,https://www.zillow.com/homedetails/151-Morningside-Dr-Springfield-VT-05156/75486811_zpid/,FALSE,,FALSE
75413120,VA,Virginia,"631 N Cream Hill Road, Shoreham, VT 05770",631 N Cream Hill Road,Shoreham,5770,425000,"$425,000 ",3,2,1904,43.917137,-73.33331,Active,SINGLE_FAMILY,33,412400,https://www.zillow.com/homedetails/631-N-Cream-Hill-Rd-Shoreham-VT-05770/75413120_zpid/,FALSE,,FALSE
250874170,VA,Virginia,"1756 Us Route 2, Waterbury, VT 05676",1756 Us Route 2,Waterbury,5676,415000,"$415,000 ",4,2,2160,44.35669,-72.7925,Active,SINGLE_FAMILY,211,409100,https://www.zillow.com/homedetails/1756-Us-Route-2-Waterbury-VT-05676/250874170_zpid/,FALSE,,FALSE
115804226,VA,Virginia,"304 Main Street, Poultney, VT 05764",304 Main Street,Poultney,5764,112000,"$112,000 ",6,3,3414,43.517376,-73.23878,Active,MULTI_FAMILY,0,288800,https://www.zillow.com/homedetails/304-Main-St-Poultney-VT-05764/115804226_zpid/,FALSE,,FALSE
457482493,VA,Virginia,"650 Francis Road, Barnard, VT 05031",650 Francis Road,Barnard,5031,39000000,"$39,000,000 ",2,7,9950,43.76218,-72.62297,Active,SINGLE_FAMILY,113,,https://www.zillow.com/homedetails/650-Francis-Rd-Barnard-VT-05031/457482493_zpid/,FALSE,,FALSE
92016014,VA,Virginia,"2612 Glover Street, Glover, VT 05839-9361",2612 Glover Street,Glover,5839,99000,"$99,000 ",4,2,1884,44.711113,-72.18597,Active,SINGLE_FAMILY,0,293700,https://www.zillow.com/homedetails/2612-Glover-St-Glover-VT-05839/92016014_zpid/,FALSE,,FALSE
235257090,VA,Virginia,"2053 Pikes Falls Road, Jamaica, VT 05343",2053 Pikes Falls Road,Jamaica,5343,225000,"$225,000 ",1,1,265,43.088367,-72.80787,Active,SINGLE_FAMILY,121,221700,https://www.zillow.com/homedetails/2053-Pikes-Falls-Rd-Jamaica-VT-05343/235257090_zpid/,FALSE,,FALSE
251970243,VA,Virginia,"38 Ozzy Lane, Hartford, VT 05001",38 Ozzy Lane,White River Junction,5001,699000,"$699,000 ",4,4,2998,43.664474,-72.33369,Active,SINGLE_FAMILY,1,682600,https://www.zillow.com/homedetails/38-Ozzy-Ln-White-River-Junction-VT-05001/251970243_zpid/,FALSE,,FALSE
2066716576,VA,Virginia,"107 Jay Hill Road, Hartford, VT 05059",107 Jay Hill Road,Quechee,5059,449000,"$449,000 ",2,2,1486,43.650085,-72.39847,Active,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/107-Jay-Hill-Rd-Quechee-VT-05059/2066716576_zpid/,FALSE,,FALSE
220846161,VA,Virginia,"199 Oak Circle, Colchester, VT 05446",199 Oak Circle,Colchester,5446,594900,"$594,900 ",3,2,2644,44.52004,-73.17716,Active,SINGLE_FAMILY,1,601400,https://www.zillow.com/homedetails/199-Oak-Cir-Colchester-VT-05446/220846161_zpid/,FALSE,,FALSE
92050380,VA,Virginia,"2404 Tarbell Hill Road, Cavendish, VT 05142",2404 Tarbell Hill Road,Cavendish,5142,229000,"$229,000 ",4,2,2214,43.42355,-72.54532,Active,SINGLE_FAMILY,10,,https://www.zillow.com/homedetails/2404-Tarbell-Hill-Rd-Cavendish-VT-05142/92050380_zpid/,FALSE,,FALSE
92016968,VA,Virginia,"3243 Shunpike Road, Mount Holly, VT 05758",3243 Shunpike Road,Mount Holly,5758,399000,"$399,000 ",3,2,1723,43.470222,-72.81086,Active,SINGLE_FAMILY,137,394900,https://www.zillow.com/homedetails/3243-Shunpike-Rd-Mount-Holly-VT-05758/92016968_zpid/,FALSE,,FALSE
92019804,VA,Virginia,"233 Mussey Street, Rutland City, VT 05701",233 Mussey Street,Rutland,5701,575000,"$575,000 ",3,2,2966,43.59335,-72.962814,Active,SINGLE_FAMILY,23,545100,https://www.zillow.com/homedetails/233-Mussey-St-Rutland-VT-05701/92019804_zpid/,FALSE,,FALSE
75465564,VA,Virginia,"10 Meadows Drive, Barre Town, VT 05641",10 Meadows Drive,Barre,5641,300000,"$300,000 ",3,2,1817,44.217102,-72.5207,Active,SINGLE_FAMILY,5,292700,https://www.zillow.com/homedetails/10-Meadow-Dr-Barre-VT-05641/75465564_zpid/,FALSE,,FALSE
92003327,VA,Virginia,"321 East Alburgh Road, Alburgh, VT 05440",321 East Alburgh Road,Alburgh,5440,390000,"$390,000 ",4,2,2424,44.97414,-73.22899,Active,SINGLE_FAMILY,211,378800,https://www.zillow.com/homedetails/321-E-Alburgh-Rd-Alburgh-VT-05440/92003327_zpid/,FALSE,,FALSE
75422395,VA,Virginia,"21 County Road, Pownal, VT 05261",21 County Road,Pownal,5261,450000,"$450,000 ",4,2,2884,42.79995,-73.183044,Active,SINGLE_FAMILY,124,,https://www.zillow.com/homedetails/21-County-Rd-Pownal-VT-05261/75422395_zpid/,FALSE,,FALSE
2076182705,VA,Virginia,"0 Calendar Brook Road, Burke, VT 05871",0 Calendar Brook Road,West Burke,5871,295000,"$295,000 ",,,,44.599117,-71.99253,Active,LOT,190,,https://www.zillow.com/homedetails/0-Calendar-Brook-Rd-West-Burke-VT-05871/2076182705_zpid/,FALSE,,FALSE
75440785,VA,Virginia,"406 Maple Street, Stowe, VT 05672",406 Maple Street,Stowe,5672,825000,"$825,000 ",2,2,1272,44.467503,-72.67998,Active,SINGLE_FAMILY,1,786800,https://www.zillow.com/homedetails/406-Maple-St-Stowe-VT-05672/75440785_zpid/,FALSE,,FALSE
115799504,VA,Virginia,"189 Upper Springs Road, Stowe, VT 05672",189 Upper Springs Road,Stowe,5672,14000000,"$14,000,000 ",4,9,16440,44.52303,-72.7486,Active,SINGLE_FAMILY,148,,https://www.zillow.com/homedetails/189-Upper-Springs-Rd-Stowe-VT-05672/115799504_zpid/,FALSE,,FALSE
235257427,VA,Virginia,"83 Depot Street, Jamaica, VT 05343",83 Depot Street,Jamaica,5343,449000,"$449,000 ",4,1,1730,43.101284,-72.77773,Active,SINGLE_FAMILY,4,436100,https://www.zillow.com/homedetails/83-Depot-St-Jamaica-VT-05343/235257427_zpid/,TRUE,2026-02-08T11:00:00,FALSE
53713726,VA,Virginia,"283 Higbee Road, Charlotte, VT 05445-0000",283 Higbee Road,Charlotte,5445,1625000,"$1,625,000 ",3,3,2488,44.29433,-73.23652,Active,SINGLE_FAMILY,184,1568100,https://www.zillow.com/homedetails/283-Higbee-Rd-Charlotte-VT-05445/53713726_zpid/,FALSE,,FALSE
247015973,VA,Virginia,"10-12 Lamoille Terrace, Milton, VT 05468",10-12 Lamoille Terrace,Milton,5468,375000,"$375,000 ",6,2,1800,44.630344,-73.11696,Active,MULTI_FAMILY,1,370800,https://www.zillow.com/homedetails/10-12-Lamoille-Ter-Milton-VT-05468/247015973_zpid/,FALSE,,FALSE
456301920,VA,Virginia,"127 Clarendon Springs Lane, Clarendon, VT 05777",127 Clarendon Springs Lane,West Rutland,5777,295000,"$295,000 ",2,2,2048,43.547268,-73.0208,Active,SINGLE_FAMILY,99,,https://www.zillow.com/homedetails/127-Clarendon-Springs-Ln-West-Rutland-VT-05777/456301920_zpid/,FALSE,,FALSE
75489192,VA,Virginia,"3961 Hartland Hill Road, Woodstock, VT 05091",3961 Hartland Hill Road,Woodstock,5091,825000,"$825,000 ",5,5,3886,43.62167,-72.50196,Active,SINGLE_FAMILY,154,804300,https://www.zillow.com/homedetails/3961-Hartland-Hill-Rd-Woodstock-VT-05091/75489192_zpid/,FALSE,,FALSE
250872449,VA,Virginia,"838 Main Street, Warren, VT 05674",838 Main Street,Warren,5674,420000,"$420,000 ",2,2,1680,44.106777,-72.85828,Active,SINGLE_FAMILY,2,411900,https://www.zillow.com/homedetails/838-Main-St-Warren-VT-05674/250872449_zpid/,FALSE,,FALSE
75420717,VA,Virginia,"235 Maple Street, Bennington, VT 05201",235 Maple Street,Bennington,5201,147999,"$147,999 ",2,2,1060,42.883442,-73.19096,Active,SINGLE_FAMILY,1,188200,https://www.zillow.com/homedetails/235-Maple-St-Bennington-VT-05201/75420717_zpid/,FALSE,,FALSE
453354611,VA,Virginia,"459 BAT HENNESY Road, Moretown, VT 05660",459 BAT HENNESY Road,Moretown,5660,325000,"$325,000 ",2,1,1045,44.26935,-72.76298,Active,SINGLE_FAMILY,237,318000,https://www.zillow.com/homedetails/459-Bat-Hennesy-Rd-Moretown-VT-05660/453354611_zpid/,FALSE,,FALSE
220847468,VA,Virginia,"85 Sand Road, Colchester, VT 05446",85 Sand Road,Colchester,5446,450000,"$450,000 ",3,2,1519,44.542522,-73.13097,Active,SINGLE_FAMILY,137,443700,https://www.zillow.com/homedetails/85-Sand-Rd-Colchester-VT-05446/220847468_zpid/,FALSE,,FALSE
75427507,VA,Virginia,"1247 High Ridge Road, Waterford, VT 05819",1247 High Ridge Road,Waterford,5819,350000,"$350,000 ",3,2,2000,44.374058,-71.87968,Active,SINGLE_FAMILY,176,346100,https://www.zillow.com/homedetails/1247-High-Ridge-Rd-Waterford-VT-05819/75427507_zpid/,FALSE,,FALSE
460066327,VA,Virginia,"552 - 554 Hinesburg Road, Brattleboro, VT 05301",552 - 554 Hinesburg Road,Brattleboro,5301,300000,"$300,000 ",4,1,1248,42.84361,-72.62658,Active,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/552-554-Hinesburg-Rd-Brattleboro-VT-05301/460066327_zpid/,FALSE,,FALSE
75484825,VA,Virginia,"137 Wall Street, Springfield, VT 05156",137 Wall Street,Springfield,5156,299000,"$299,000 ",4,2,2038,43.295372,-72.474266,Active,SINGLE_FAMILY,1,200200,https://www.zillow.com/homedetails/137-Wall-St-Springfield-VT-05156/75484825_zpid/,FALSE,,FALSE
75465332,VA,Virginia,"338 Hill Street, Barre Town, VT 05641",338 Hill Street,Barre,5641,285000,"$285,000 ",4,3,1798,44.19228,-72.474815,Active,SINGLE_FAMILY,102,,https://www.zillow.com/homedetails/338-Hill-St-Barre-VT-05641/75465332_zpid/,FALSE,,FALSE
245664094,VA,Virginia,"21 Irene Avenue, Essex, VT 05452",21 Irene Avenue,Essex Junction,5452,429000,"$429,000 ",2,3,1728,44.51076,-73.048416,Coming Soon,TOWNHOUSE,1,421900,https://www.zillow.com/homedetails/21-Irene-Ave-Essex-Junction-VT-05452/245664094_zpid/,FALSE,,FALSE
338158787,VA,Virginia,"1909 Davidson Hill Road, Westminster, VT 05158",1909 Davidson Hill Road,Westminster,5158,429900,"$429,900 ",3,2,1684,43.108875,-72.49313,Active,SINGLE_FAMILY,103,,https://www.zillow.com/homedetails/1909-Davidson-Hill-Rd-Westminster-VT-05158/338158787_zpid/,FALSE,,FALSE
81602204,VA,Virginia,"438 Old Bradley Road, St. Johnsbury, VT 05819",438 Old Bradley Road,Saint Johnsbury,5819,289000,"$289,000 ",1,1,692,44.481068,-72.035515,Active,SINGLE_FAMILY,23,281100,https://www.zillow.com/homedetails/438-Old-Bradley-Rd-Saint-Johnsbury-VT-05819/81602204_zpid/,FALSE,,FALSE
92010066,VA,Virginia,"2016 Vermont Route 110, Washington, VT 05675",2016 Vermont Route 110,Barre,5641,589900,"$589,900 ",4,3,3112,44.12106,-72.43211,Active,SINGLE_FAMILY,115,578800,https://www.zillow.com/homedetails/2016-State-Route-110-Barre-VT-05641/92010066_zpid/,FALSE,,FALSE
459974287,VA,Virginia,"673 VT Rte 121 East, Grafton, VT 05146",673 VT Rte 121 East,Grafton,5146,599000,"$599,000 ",5,3,3000,43.173557,-72.59705,Active,SINGLE_FAMILY,13,663700,https://www.zillow.com/homedetails/673-State-Rte-E-121-Grafton-VT-05146/459974287_zpid/,FALSE,,FALSE
227702815,VA,Virginia,"2023 North Road, Sunderland, VT 05250",2023 North Road,Sunderland,5250,345000,"$345,000 ",3,2,1222,43.08542,-73.11161,Active,SINGLE_FAMILY,32,,https://www.zillow.com/homedetails/2023-North-Rd-Sunderland-VT-05250/227702815_zpid/,FALSE,,FALSE
442669213,VA,Virginia,"101 Switchback Lane, Stowe, VT 05672",101 Switchback Lane,Stowe,5672,12495000,"$12,495,000 ",5,7,5988,44.53234,-72.783775,Active,SINGLE_FAMILY,204,,https://www.zillow.com/homedetails/101-Switchback-Ter-Stowe-VT-05672/442669213_zpid/,FALSE,,FALSE
92037645,VA,Virginia,"26 Babbitt Road, Rockingham, VT 05101",26 Babbitt Road,Bellows Falls,5101,495000,"$495,000 ",2,2,1600,43.147427,-72.48184,Active,SINGLE_FAMILY,17,,https://www.zillow.com/homedetails/26-Babbitt-Rd-Bellows-Falls-VT-05101/92037645_zpid/,FALSE,,FALSE
75484689,VA,Virginia,"95 Union Street, Springfield, VT 05156",95 Union Street,Springfield,5156,199000,"$199,000 ",3,2,1792,43.2935,-72.486145,Active,SINGLE_FAMILY,56,,https://www.zillow.com/homedetails/95-Union-St-Springfield-VT-05156/75484689_zpid/,FALSE,,FALSE
81614367,VA,Virginia,"299 River Road, Fairfax, VT 05454",299 River Road,Fairfax,5454,244900,"$244,900 ",3,1,2222,44.65534,-72.98964,Active,SINGLE_FAMILY,213,,https://www.zillow.com/homedetails/299-River-Rd-Fairfax-VT-05454/81614367_zpid/,FALSE,,FALSE
2060283262,VA,Virginia,"597 Partridge Farm Road, Berlin, VT 05641",597 Partridge Farm Road,Berlin,5641,520000,"$520,000 ",3,2,1540,44.228832,-72.5451,Active,SINGLE_FAMILY,3,511700,https://www.zillow.com/homedetails/597-Partridge-Farm-Rd-Berlin-VT-05641/2060283262_zpid/,TRUE,2026-02-14T13:00:00,FALSE
92022470,VA,Virginia,"6 Preville Avenue, Rutland City, VT 05701",6 Preville Avenue,Rutland,5701,215000,"$215,000 ",3,1,1657,43.614994,-72.99024,Active,SINGLE_FAMILY,107,,https://www.zillow.com/homedetails/6-Preville-Ave-Rutland-VT-05701/92022470_zpid/,FALSE,,FALSE
460190910,VA,Virginia,"119 Newton Hill Road, Vernon, VT 05354",119 Newton Hill Road,Vernon,5354,315000,"$315,000 ",3,2,1674,42.747677,-72.49671,Active,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/119-Newton-Hill-Rd-Vernon-VT-05354/460190910_zpid/,FALSE,,FALSE
455208530,VA,Virginia,"551 West Fields Road, Manchester, VT 05254",551 West Fields Road,Manchester,5254,10300000,"$10,300,000 ",6,9,10993,43.169018,-73.08147,Active,SINGLE_FAMILY,204,4194600,https://www.zillow.com/homedetails/551-W-Fields-Rd-Manchester-VT-05254/455208530_zpid/,FALSE,,FALSE
75472126,VA,Virginia,"12 East Street, Waterbury, VT 05676",12 East Street,Waterbury,5676,535000,"$535,000 ",3,2,1290,44.340992,-72.74623,Active,SINGLE_FAMILY,59,515200,https://www.zillow.com/homedetails/12-East-St-Waterbury-VT-05676/75472126_zpid/,FALSE,,FALSE
220875560,VA,Virginia,"85 Barrett Lane, Williston, VT 05495",85 Barrett Lane,Williston,5495,779900,"$779,900 ",3,3,2433,44.45743,-73.09958,Active,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/85-Barrett-Ln-Williston-VT-05495/220875560_zpid/,FALSE,,FALSE
220846065,VA,Virginia,"900 Crosswind Drive, Charlotte, VT 05445",900 Crosswind Drive,Charlotte,5445,2850000,"$2,850,000 ",3,4,3979,44.34784,-73.24845,Active,SINGLE_FAMILY,5,2706900,https://www.zillow.com/homedetails/900-Crosswind-Rd-Charlotte-VT-05445/220846065_zpid/,FALSE,,FALSE
250822832,VA,Virginia,"144 Lakewood Drive, Swanton, VT 05488",144 Lakewood Drive,Swanton,5488,699900,"$699,900 ",3,2,2099,44.955868,-73.22118,Active,SINGLE_FAMILY,233,681300,https://www.zillow.com/homedetails/144-Lakewood-Dr-Swanton-VT-05488/250822832_zpid/,FALSE,,FALSE
75426317,VA,Virginia,"433 Young Farm Road, Peacham, VT 05862",433 Young Farm Road,West Danville,5873,625000,"$625,000 ",4,4,2614,44.389214,-72.23011,Active,SINGLE_FAMILY,75,604400,https://www.zillow.com/homedetails/433-Young-Farm-Rd-West-Danville-VT-05873/75426317_zpid/,FALSE,,FALSE
227748070,VA,Virginia,"1573 US Route 5 South, Barnet, VT 05821",1573 US Route 5 South,Barnet,5821,399950,"$399,950 ",6,5,2960,44.2991,-72.046135,Active,SINGLE_FAMILY,234,,https://www.zillow.com/homedetails/1573-Us-Route-5-S-Barnet-VT-05821/227748070_zpid/,FALSE,,FALSE
220900836,VA,Virginia,"30 Ridge Road, Killington, VT 05751",30 Ridge Road,Killington,5751,649000,"$649,000 ",5,2,1738,43.70982,-72.83951,Active,SINGLE_FAMILY,269,,https://www.zillow.com/homedetails/30-Ridge-Rd-Killington-VT-05751/220900836_zpid/,FALSE,,FALSE
92053918,VA,Virginia,"299 Latham Works Lane, Hartford, VT 05001",299 Latham Works Lane,White River Junction,5001,379000,"$379,000 ",3,1,1569,43.646545,-72.315956,Active,SINGLE_FAMILY,9,367200,https://www.zillow.com/homedetails/299-Latham-Works-Ln-White-River-Junction-VT-05001/92053918_zpid/,FALSE,,FALSE
81615460,VA,Virginia,"383 Jones Road, Highgate, VT 05457",383 Jones Road,Franklin,5457,319000,"$319,000 ",2,1,1144,44.93996,-72.93901,Active,SINGLE_FAMILY,11,,https://www.zillow.com/homedetails/383-Jones-Rd-Franklin-VT-05457/81615460_zpid/,FALSE,,FALSE
